fetch_card_id,image_url,name,card_code,rarity,print_finish,set_name
mtg_PPSOS-115_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-115_R_standard_normal.png,Flashback,115,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-120_M_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-120_M_standard_foil.png,Improvisation Capstone,120,Mythic,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-120_M_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-120_M_standard_normal.png,Improvisation Capstone,120,Mythic,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-125_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-125_R_standard_foil.png,Molten-Core Maestro,125,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-125_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-125_R_standard_normal.png,Molten-Core Maestro,125,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-140_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-140_R_standard_foil.png,Ambitious Augmenter,140,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-140_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-140_R_standard_normal.png,Ambitious Augmenter,140,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-143_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-143_R_standard_foil.png,Comforting Counsel,143,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-143_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-143_R_standard_normal.png,Comforting Counsel,143,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-145_M_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-145_M_standard_foil.png,Emeritus of Abundance,145,Mythic,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-145_M_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-145_M_standard_normal.png,Emeritus of Abundance,145,Mythic,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-15_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-15_R_standard_foil.png,Erode,15,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-15_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-15_R_standard_normal.png,Erode,15,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-158_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-158_R_standard_foil.png,Planar Engineering,158,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-158_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-158_R_standard_normal.png,Planar Engineering,158,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-160_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-160_R_standard_foil.png,Slumbering Trudge,160,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-160_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-160_R_standard_normal.png,Slumbering Trudge,160,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-166_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-166_R_standard_foil.png,Vastlands Scavenger,166,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-166_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-166_R_standard_normal.png,Vastlands Scavenger,166,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-172_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-172_R_standard_foil.png,Applied Geometry,172,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-172_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-172_R_standard_normal.png,Applied Geometry,172,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-173_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-173_R_standard_foil.png,Ark of Hunger,173,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-173_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-173_R_standard_normal.png,Ark of Hunger,173,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-174_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-174_R_standard_foil.png,"Aziza, Mage Tower Captain",174,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-174_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-174_R_standard_normal.png,"Aziza, Mage Tower Captain",174,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-176_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-176_R_standard_foil.png,"Blech, Loafing Pest",176,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-176_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-176_R_standard_normal.png,"Blech, Loafing Pest",176,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-179_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-179_R_standard_foil.png,Cauldron of Essence,179,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-179_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-179_R_standard_normal.png,Cauldron of Essence,179,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-182_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-182_R_standard_foil.png,Conciliator's Duelist,182,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-182_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-182_R_standard_normal.png,Conciliator's Duelist,182,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-184_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-184_R_standard_foil.png,Dina's Guidance,184,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-184_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-184_R_standard_normal.png,Dina's Guidance,184,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-188_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-188_R_standard_foil.png,Fix What's Broken,188,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-188_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-188_R_standard_normal.png,Fix What's Broken,188,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-191_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-191_R_standard_foil.png,Geometer's Arthropod,191,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-191_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-191_R_standard_normal.png,Geometer's Arthropod,191,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-194_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-194_R_standard_foil.png,Hardened Academic,194,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-194_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-194_R_standard_normal.png,Hardened Academic,194,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-20_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-20_R_standard_foil.png,Informed Inkwright,20,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-20_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-20_R_standard_normal.png,Informed Inkwright,20,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-201_M_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-201_M_standard_foil.png,"Lorehold, the Historian",201,Mythic,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-201_M_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-201_M_standard_normal.png,"Lorehold, the Historian",201,Mythic,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-202_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-202_R_standard_foil.png,Mind into Matter,202,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-202_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-202_R_standard_normal.png,Mind into Matter,202,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-205_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-205_R_standard_foil.png,Moment of Reckoning,205,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-205_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-205_R_standard_normal.png,Moment of Reckoning,205,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-206_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-206_R_standard_foil.png,"Nita, Forum Conciliator",206,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-206_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-206_R_standard_normal.png,"Nita, Forum Conciliator",206,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-212_M_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-212_M_standard_foil.png,"Prismari, the Inspiration",212,Mythic,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-212_M_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-212_M_standard_normal.png,"Prismari, the Inspiration",212,Mythic,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-214_M_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-214_M_standard_foil.png,Professor Dellian Fel,214,Mythic,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-214_M_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-214_M_standard_normal.png,Professor Dellian Fel,214,Mythic,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-218_M_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-218_M_standard_foil.png,"Quandrix, the Proof",218,Mythic,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-218_M_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-218_M_standard_normal.png,"Quandrix, the Proof",218,Mythic,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-221_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-221_R_standard_foil.png,Resonating Lute,221,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-221_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-221_R_standard_normal.png,Resonating Lute,221,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-231_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-231_R_standard_foil.png,Splatter Technique,231,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-231_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-231_R_standard_normal.png,Splatter Technique,231,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-236_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-236_R_standard_foil.png,Suspend Aggression,236,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-236_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-236_R_standard_normal.png,Suspend Aggression,236,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-239_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-239_R_standard_foil.png,Traumatic Critique,239,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-239_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-239_R_standard_normal.png,Traumatic Critique,239,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-241_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-241_R_standard_foil.png,Vicious Rivalry,241,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-241_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-241_R_standard_normal.png,Vicious Rivalry,241,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-245_M_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-245_M_standard_foil.png,"Witherbloom, the Balancer",245,Mythic,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-245_M_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-245_M_standard_normal.png,"Witherbloom, the Balancer",245,Mythic,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-246_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-246_R_standard_foil.png,Zaffai and the Tempests,246,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-246_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-246_R_standard_normal.png,Zaffai and the Tempests,246,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-25_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-25_R_standard_foil.png,Practiced Offense,25,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-25_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-25_R_standard_normal.png,Practiced Offense,25,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-253_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-253_R_standard_foil.png,Deathcap Glade,253,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-253_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-253_R_standard_normal.png,Deathcap Glade,253,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-254_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-254_R_standard_foil.png,Dreamroot Cascade,254,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-254_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-254_R_standard_normal.png,Dreamroot Cascade,254,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-257_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-257_R_standard_foil.png,Great Hall of the Biblioplex,257,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-257_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-257_R_standard_normal.png,Great Hall of the Biblioplex,257,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-260_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-260_R_standard_foil.png,Shattered Sanctum,260,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-260_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-260_R_standard_normal.png,Shattered Sanctum,260,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-263_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-263_R_standard_foil.png,Stormcarved Coast,263,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-263_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-263_R_standard_normal.png,Stormcarved Coast,263,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-264_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-264_R_standard_foil.png,Sundown Pass,264,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-264_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-264_R_standard_normal.png,Sundown Pass,264,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-35_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-35_R_standard_foil.png,Stirring Hopesinger,35,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-35_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-35_R_standard_normal.png,Stirring Hopesinger,35,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-48_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-48_R_standard_foil.png,Exhibition Tidecaller,48,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-48_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-48_R_standard_normal.png,Exhibition Tidecaller,48,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-52_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-52_R_standard_foil.png,Harmonized Trio,52,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-52_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-52_R_standard_normal.png,Harmonized Trio,52,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-55_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-55_R_standard_foil.png,"Jadzi, Steward of Fate",55,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-55_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-55_R_standard_normal.png,"Jadzi, Steward of Fate",55,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-57_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-57_R_standard_foil.png,Mana Sculpt,57,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-57_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-57_R_standard_normal.png,Mana Sculpt,57,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-63_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-63_R_standard_foil.png,Pensive Professor,63,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-63_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-63_R_standard_normal.png,Pensive Professor,63,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-7_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-7_R_standard_foil.png,Antiquities on the Loose,7,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-7_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-7_R_standard_normal.png,Antiquities on the Loose,7,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-91_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-91_R_standard_foil.png,"Moseo, Vein's New Dean",91,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-91_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-91_R_standard_normal.png,"Moseo, Vein's New Dean",91,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-93_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-93_R_standard_foil.png,Postmortem Professor,93,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-93_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-93_R_standard_normal.png,Postmortem Professor,93,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-97_M_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-97_M_standard_foil.png,"Ral Zarek, Guest Lecturer",97,Mythic,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-97_M_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-97_M_standard_normal.png,"Ral Zarek, Guest Lecturer",97,Mythic,Normal,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-99_R_standard_foil,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-99_R_standard_foil.png,Scheming Silvertongue,99,Rare,Foil,Promo Pack: Secrets of Strixhaven
mtg_PPSOS-99_R_standard_normal,https://card-images.fetchtcg.com/mtg/4644/large/mtg_PPSOS-99_R_standard_normal.png,Scheming Silvertongue,99,Rare,Normal,Promo Pack: Secrets of Strixhaven
mtg_108_r_rna_foil,https://card-images.fetchtcg.com/mtg/3148/large/mtg_108_r_rna_foil.png,Mirror March,108,Rare,Foil,Ravnica Allegiance
mtg_108_r_rna_normal,https://card-images.fetchtcg.com/mtg/3148/large/mtg_108_r_rna_normal.png,Mirror March,108,Rare,Normal,Ravnica Allegiance
mtg_83_r_rna_foil,https://card-images.fetchtcg.com/mtg/3148/large/mtg_83_r_rna_foil.png,Priest of Forgotten Gods,83,Rare,Foil,Ravnica Allegiance
mtg_83_r_rna_normal,https://card-images.fetchtcg.com/mtg/3148/large/mtg_83_r_rna_normal.png,Priest of Forgotten Gods,83,Rare,Normal,Ravnica Allegiance
mtg_280_hallowed-fountain_r_rvr_foil,https://card-images.fetchtcg.com/mtg/3159/large/mtg_280_hallowed-fountain_r_rvr_foil.png,Hallowed Fountain,280_hallowed-fountain,Rare,Foil,Ravnica Remastered
mtg_280_hallowed-fountain_r_rvr_normal,https://card-images.fetchtcg.com/mtg/3159/large/mtg_280_hallowed-fountain_r_rvr_normal.png,Hallowed Fountain,280_hallowed-fountain,Rare,Normal,Ravnica Remastered
mtg_125_r_pres_foil,https://card-images.fetchtcg.com/mtg/3163/large/mtg_125_r_pres_foil.png,Calamity Bearer,125,Rare,Foil,Resale Promos
mtg_127_r_pres_foil,https://card-images.fetchtcg.com/mtg/3163/large/mtg_127_r_pres_foil.png,"Vito, Thorn of the Dusk Rose",127,Rare,Foil,Resale Promos
mtg_162_r_pres_foil,https://card-images.fetchtcg.com/mtg/3163/large/mtg_162_r_pres_foil.png,"Kogla, the Titan Ape",162,Rare,Foil,Resale Promos
mtg_203_r_pres_foil,https://card-images.fetchtcg.com/mtg/3163/large/mtg_203_r_pres_foil.png,Scute Swarm,203,Rare,Foil,Resale Promos
mtg_374_r_pres_foil,https://card-images.fetchtcg.com/mtg/3163/large/mtg_374_r_pres_foil.png,Valkyrie Harbinger,374,Rare,Foil,Resale Promos
mtg_376_r_pres_foil,https://card-images.fetchtcg.com/mtg/3163/large/mtg_376_r_pres_foil.png,Cleaving Reaper,376,Rare,Foil,Resale Promos
mtg_52_r_pres_foil,https://card-images.fetchtcg.com/mtg/3163/large/mtg_52_r_pres_foil.png,Cyclone Summoner,52,Rare,Foil,Resale Promos
mtg_147_r_rix_foil,https://card-images.fetchtcg.com/mtg/3173/large/mtg_147_r_rix_foil.png,Tendershoot Dryad,147,Rare,Foil,Rivals of Ixalan
mtg_147_r_rix_normal,https://card-images.fetchtcg.com/mtg/3173/large/mtg_147_r_rix_normal.png,Tendershoot Dryad,147,Rare,Normal,Rivals of Ixalan
mtg_163_m_ps18_foil,https://card-images.fetchtcg.com/mtg/3183/large/mtg_163_m_ps18_foil.png,"Nissa, Vital Force",163,Mythic,Foil,San Diego Comic-Con 2018
mtg_110_r_som_foil,https://card-images.fetchtcg.com/mtg/3187/large/mtg_110_r_som_foil.png,Asceticism,110,Rare,Foil,Scars of Mirrodin
mtg_110_r_som_normal,https://card-images.fetchtcg.com/mtg/3187/large/mtg_110_r_som_normal.png,Asceticism,110,Rare,Normal,Scars of Mirrodin
mtg_226_darkslick-shores_r_som_foil,https://card-images.fetchtcg.com/mtg/3187/large/mtg_226_darkslick-shores_r_som_foil.png,Darkslick Shores,226_darkslick-shores,Rare,Foil,Scars of Mirrodin
mtg_226_darkslick-shores_r_som_normal,https://card-images.fetchtcg.com/mtg/3187/large/mtg_226_darkslick-shores_r_som_normal.png,Darkslick Shores,226_darkslick-shores,Rare,Normal,Scars of Mirrodin
mtg_sldspkjp-7054_R_standard_normal,https://card-images.fetchtcg.com/mtg/3199/large/mtg_sldspkjp-7054_R_standard_normal.png,Growth Spiral,7054,Rare,Normal,Secret Lair Drop Series
mtg_12_r_slp_foil,https://card-images.fetchtcg.com/mtg/3205/large/mtg_12_r_slp_foil.png,Explore,12,Rare,Foil,Secret Lair Showdown
mtg_12_r_slp_normal,https://card-images.fetchtcg.com/mtg/3205/large/mtg_12_r_slp_normal.png,Explore,12,Rare,Normal,Secret Lair Showdown
mtg_13_r_slp_foil,https://card-images.fetchtcg.com/mtg/3205/large/mtg_13_r_slp_foil.png,Expressive Iteration,13,Rare,Foil,Secret Lair Showdown
mtg_13_r_slp_normal,https://card-images.fetchtcg.com/mtg/3205/large/mtg_13_r_slp_normal.png,Expressive Iteration,13,Rare,Normal,Secret Lair Showdown
mtg_2_m_slda_foil,https://card-images.fetchtcg.com/mtg/3194/large/mtg_2_m_slda_foil.png,Angel of Destiny,2,Mythic,Foil,Secret Lair: Angels
mtg_232_r_slda_normal,https://card-images.fetchtcg.com/mtg/3194/large/mtg_232_r_slda_normal.png,Mazemind Tome,232,Rare,Normal,Secret Lair: Angels
mtg_237_r_slda_normal,https://card-images.fetchtcg.com/mtg/3194/large/mtg_237_r_slda_normal.png,Cosmos Elixir,237,Rare,Normal,Secret Lair: Angels
mtg_24_r_slda_foil,https://card-images.fetchtcg.com/mtg/3194/large/mtg_24_r_slda_foil.png,Righteous Valkyrie,24,Rare,Foil,Secret Lair: Angels
mtg_191_r_slfctb_11d8_normal,https://card-images.fetchtcg.com/mtg/3200/large/mtg_191_r_slfctb_11d8_normal.png,"Jolrael, Mwonvuli Recluse",191,Rare,Normal,Secret Lair: From Cute to Brute
mtg_266_rimewood-falls_c_slfctb_11d8_normal,https://card-images.fetchtcg.com/mtg/3200/large/mtg_266_rimewood-falls_c_slfctb_11d8_normal.png,Rimewood Falls,266_rimewood-falls,Common,Normal,Secret Lair: From Cute to Brute
